which_bank,census_tract,accept,received,loan_amount,income
All Other Banks,6085511400.0,0,4,9060000.0,569.0
All Other Banks,6085511500.0,0,4,2760000.0,377.5
All Other Banks,6085511701.0,0,2,3680000.0,5792.0
All Other Banks,6085511702.0,2,7,8115000.0,253.0
All Other Banks,6085511704.0,0,5,8625000.0,359.0
All Other Banks,6085511705.0,0,1,665000.0,352.0
All Other Banks,6085511707.0,0,1,1615000.0,488.0
All Other Banks,6085511800.0,0,5,3865000.0,185.0
All Other Banks,6085511905.0,0,7,3295000.0,166.0
All Other Banks,6085511907.0,0,6,4130000.0,263.0
All Other Banks,6085511909.0,0,11,10105000.0,262.0
All Other Banks,6085511910.0,1,10,9260000.0,309.0
All Other Banks,6085511911.0,0,12,8410000.0,214.0
All Other Banks,6085511912.0,1,10,8930000.0,248.0
All Other Banks,6085511913.0,0,7,6965000.0,250.0
All Other Banks,6085511914.0,2,6,6470000.0,263.5
All Other Banks,6085511915.0,0,5,2645000.0,184.0
All Other Banks,6085511916.0,0,7,4605000.0,181.0
All Other Banks,6085512001.0,1,11,8695000.0,195.0
All Other Banks,6085512005.0,1,7,3535000.0,116.0
All Other Banks,6085512017.0,2,15,7505000.0,124.5
All Other Banks,6085512019.0,0,4,1930000.0,249.5
All Other Banks,6085512020.0,1,5,2825000.0,173.0
All Other Banks,6085512021.0,2,10,6380000.0,174.0
All Other Banks,6085512022.0,0,4,1320000.0,140.5
All Other Banks,6085512023.0,1,11,3615000.0,124.0
All Other Banks,6085512024.0,0,1,495000.0,250.0
All Other Banks,6085512025.0,0,4,2340000.0,206.0
All Other Banks,6085512026.0,1,6,3680000.0,100.0
All Other Banks,6085512027.0,0,2,1140000.0,229.0
All Other Banks,6085512029.0,1,13,7655000.0,134.0
All Other Banks,6085512030.0,0,3,1135000.0,359.0
All Other Banks,6085512031.0,2,9,5685000.0,185.0
All Other Banks,6085512032.0,1,7,4385000.0,161.5
All Other Banks,6085512033.0,1,19,9285000.0,141.0
All Other Banks,6085512034.0,1,2,1180000.0,145.0
All Other Banks,6085512035.0,0,5,3115000.0,193.0
All Other Banks,6085512036.0,0,2,840000.0,202.0
All Other Banks,6085512037.0,0,7,4025000.0,136.0
All Other Banks,6085512038.0,0,3,1205000.0,183.0
All Other Banks,6085512039.0,2,6,3340000.0,190.0
All Other Banks,6085512042.0,1,5,2525000.0,120.0
All Other Banks,6085512043.0,1,3,1035000.0,113.0
All Other Banks,6085512045.0,0,7,3405000.0,230.0
All Other Banks,6085512047.0,0,6,2970000.0,166.5
All Other Banks,6085512052.0,1,5,3625000.0,155.0
All Other Banks,6085512053.0,1,6,3170000.0,113.5
All Other Banks,6085512200.0,1,12,7760000.0,231.0
All Other Banks,6085512305.0,0,2,1240000.0,324.5
All Other Banks,6085512307.0,0,6,2560000.0,95.5
All Other Banks,6085512308.0,3,21,11125000.0,139.0
All Other Banks,6085512309.0,0,5,3335000.0,152.5
All Other Banks,6085512310.0,0,3,3115000.0,336.5
All Other Banks,6085512311.0,0,10,4850000.0,180.0
All Other Banks,6085512312.0,0,9,5435000.0,187.0
All Other Banks,6085512313.0,0,4,2660000.0,188.0
All Other Banks,6085512314.0,1,9,4415000.0,240.0
All Other Banks,6085512401.0,1,6,4490000.0,207.0
All Other Banks,6085512402.0,1,5,2635000.0,165.0
All Other Banks,6085512503.0,3,14,9170000.0,192.0
All Other Banks,6085512505.0,2,7,4015000.0,151.5
All Other Banks,6085512506.0,0,6,2410000.0,163.0
All Other Banks,6085512508.0,1,14,7320000.0,150.0
All Other Banks,6085512509.0,1,7,4135000.0,135.5
All Other Banks,6085512510.0,1,16,8240000.0,154.5
All Other Banks,6085512603.0,0,3,1535000.0,85.0
All Other Banks,6085512604.0,0,4,2130000.0,119.0
All Other Banks,6085513500.0,0,1,255000.0,32.0
All Other Banks,6087100100.0,0,5,3445000.0,199.0
All Other Banks,6087100200.0,0,5,1725000.0,194.0
All Other Banks,6087100300.0,1,5,3995000.0,227.0
All Other Banks,6087100400.0,0,1,305000.0,474.0
All Other Banks,6087100500.0,2,8,4530000.0,137.0
All Other Banks,6087100600.0,0,2,1390000.0,161.5
All Other Banks,6087100700.0,1,3,2765000.0,336.0
All Other Banks,6087100800.0,0,6,2070000.0,110.5
All Other Banks,6087100900.0,1,3,1595000.0,289.5
All Other Banks,6087101000.0,2,8,3140000.0,134.5
All Other Banks,6087101100.0,0,8,4300000.0,117.0
All Other Banks,6087101200.0,0,2,780000.0,132.5
All Other Banks,6087110100.0,0,3,1165000.0,91.0
All Other Banks,6087110200.0,1,2,1670000.0,194.0
All Other Banks,6087110300.0,0,1,105000.0,110.0
All Other Banks,6087110400.0,0,3,1055000.0,146.0
All Other Banks,6087110501.0,0,2,540000.0,50.0
All Other Banks,6087110502.0,0,3,1085000.0,48.0
All Other Banks,6087110600.0,0,4,1730000.0,80.0
All Other Banks,6087110700.0,0,2,720000.0,88.5
All Other Banks,6087120200.0,0,5,2675000.0,128.0
All Other Banks,6087120301.0,1,6,2320000.0,144.5
All Other Banks,6087120302.0,1,3,1685000.0,116.0
All Other Banks,6087120400.0,2,8,3920000.0,140.0
All Other Banks,6087120500.0,0,7,3135000.0,188.0
All Other Banks,6087120600.0,3,11,5705000.0,160.0
All Other Banks,6087120700.0,1,6,2680000.0,128.0
All Other Banks,6087120800.0,2,11,7035000.0,288.0
All Other Banks,6087120900.0,4,11,4855000.0,191.0
All Other Banks,6087121000.0,0,9,5725000.0,205.0
All Other Banks,6087121100.0,0,2,1160000.0,509.0
All Other Banks,6087121200.0,2,13,9975000.0,189.0
All Other Banks,6087121300.0,1,6,3000000.0,194.0
All Other Banks,6087121401.0,1,4,1350000.0,95.0
All Other Banks,6087121402.0,0,2,640000.0,67.0
All Other Banks,6087121500.0,0,5,2315000.0,110.0
All Other Banks,6087121600.0,0,5,5195000.0,198.0
All Other Banks,6087121700.0,0,3,1495000.0,208.0
All Other Banks,6087121800.0,0,5,2685000.0,174.0
All Other Banks,6087122001.0,0,8,2580000.0,116.0
All Other Banks,6087122002.0,0,5,3745000.0,187.0
All Other Banks,6087122003.0,2,8,5140000.0,150.0
All Other Banks,6087122100.0,2,8,5550000.0,335.0
All Other Banks,6087122201.0,1,9,4405000.0,190.5
All Other Banks,6087122202.0,1,1,955000.0,
All Other Banks,6087122203.0,1,6,3070000.0,117.0
All Other Banks,6087122300.0,0,3,2265000.0,236.0
All Other Banks,6087122400.0,1,10,6690000.0,147.0
All Other Banks,6087122500.0,0,4,1070000.0,120.5
All Other Banks,6087123100.0,1,3,1415000.0,104.0
All Other Banks,6087123300.0,0,1,325000.0,86.0
All Other Banks,6089010100.0,0,2,530000.0,95.0
All Other Banks,6089010200.0,0,3,525000.0,65.0
All Other Banks,6089010300.0,0,5,865000.0,92.0
All Other Banks,6089010400.0,1,9,2285000.0,80.0
All Other Banks,6089010500.0,0,6,1520000.0,103.0
All Other Banks,6089010601.0,0,4,1160000.0,116.5
All Other Banks,6089010602.0,1,6,2430000.0,116.5
All Other Banks,6089010603.0,0,4,730000.0,89.0
All Other Banks,6089010702.0,0,4,1380000.0,104.0
All Other Banks,6089010703.0,0,2,650000.0,96.0
All Other Banks,6089010704.0,1,4,1130000.0,60.0
All Other Banks,6089010803.0,1,4,1130000.0,104.0
All Other Banks,6089010804.0,0,4,1880000.0,90.0
All Other Banks,6089010805.0,0,5,995000.0,77.5
All Other Banks,6089010806.0,0,3,495000.0,54.0
All Other Banks,6089010807.0,1,9,2445000.0,92.5
All Other Banks,6089010900.0,0,7,1695000.0,58.0
All Other Banks,6089011001.0,0,1,115000.0,65.0
All Other Banks,6089011002.0,1,7,1375000.0,55.0
All Other Banks,6089011100.0,2,11,2835000.0,85.0
All Other Banks,6089011209.0,0,2,490000.0,74.0
All Other Banks,6089011300.0,1,3,595000.0,104.0
All Other Banks,6089011401.0,0,5,1275000.0,69.0
All Other Banks,6089011402.0,2,9,2735000.0,65.0
All Other Banks,6089011403.0,0,3,1045000.0,100.0
All Other Banks,6089011500.0,1,9,2495000.0,75.0
All Other Banks,6089011600.0,0,3,1015000.0,92.0
All Other Banks,6089011701.0,0,5,875000.0,89.0
All Other Banks,6089011702.0,0,1,295000.0,59.0
All Other Banks,6089011703.0,0,3,555000.0,57.0
All Other Banks,6089011801.0,0,3,1025000.0,119.0
All Other Banks,6089011802.0,0,2,560000.0,80.5
All Other Banks,6089011803.0,0,3,515000.0,88.0
All Other Banks,6089011900.0,0,5,1985000.0,167.0
All Other Banks,6089012000.0,0,4,830000.0,48.0
All Other Banks,6089012101.0,1,11,2425000.0,52.0
All Other Banks,6089012102.0,0,1,235000.0,55.0
All Other Banks,6089012200.0,0,4,980000.0,56.0
All Other Banks,6089012301.0,1,2,560000.0,52.0
All Other Banks,6089012302.0,1,7,1655000.0,83.0
All Other Banks,6089012303.0,0,4,900000.0,120.0
All Other Banks,6089012400.0,0,3,1165000.0,96.0
All Other Banks,6089012500.0,0,1,225000.0,220.0
All Other Banks,6089012601.0,2,6,1390000.0,110.0
All Other Banks,6089012603.0,0,8,1700000.0,55.0
All Other Banks,6089012604.0,0,2,530000.0,190.5
All Other Banks,6089012701.0,0,3,655000.0,54.0
All Other Banks,6089012702.0,0,1,145000.0,153.0
All Other Banks,6091010000.0,0,3,605000.0,105.0
All Other Banks,6093000100.0,0,1,95000.0,23.0
All Other Banks,6093000200.0,0,1,155000.0,107.0
All Other Banks,6093000300.0,1,1,325000.0,
All Other Banks,6093000400.0,1,1,145000.0,
All Other Banks,6093000600.0,1,1,205000.0,
All Other Banks,6093000701.0,1,6,1470000.0,86.0
All Other Banks,6093000702.0,0,2,210000.0,50.5
All Other Banks,6093000703.0,0,3,455000.0,88.5
All Other Banks,6093000800.0,0,1,295000.0,97.0
All Other Banks,6093000900.0,0,3,415000.0,110.5
All Other Banks,6093001000.0,1,11,2745000.0,83.0
All Other Banks,6093001100.0,0,2,440000.0,20.0
All Other Banks,6095250103.0,0,8,3240000.0,101.5
All Other Banks,6095250104.0,0,2,530000.0,75.5
All Other Banks,6095250105.0,1,16,6000000.0,136.0
All Other Banks,6095250106.0,2,7,2565000.0,120.0
All Other Banks,6095250200.0,0,3,905000.0,42.0
All Other Banks,6095250300.0,1,5,1435000.0,72.0
All Other Banks,6095250400.0,1,2,430000.0,169.0
All Other Banks,6095250501.0,0,4,1200000.0,92.5
All Other Banks,6095250502.0,1,5,1945000.0,198.5
All Other Banks,6095250601.0,0,4,1150000.0,67.0
All Other Banks,6095250604.0,0,8,3360000.0,157.0
All Other Banks,6095250605.0,0,6,2430000.0,135.0
All Other Banks,6095250801.0,0,4,2150000.0,163.0
All Other Banks,6095250900.0,0,1,505000.0,
All Other Banks,6095251000.0,0,3,1295000.0,231.5
All Other Banks,6095251100.0,1,7,2465000.0,99.0
All Other Banks,6095251200.0,0,1,35000.0,127.0
All Other Banks,6095251300.0,0,7,2915000.0,124.0
All Other Banks,6095251400.0,0,9,2905000.0,75.0
All Other Banks,6095251500.0,2,6,1140000.0,81.5
All Other Banks,6095251600.0,0,1,315000.0,158.0
All Other Banks,6095251701.0,0,4,1220000.0,63.0
All Other Banks,6095251702.0,1,4,920000.0,135.0
All Other Banks,6095251803.0,0,7,2475000.0,73.0
All Other Banks,6095251804.0,0,2,440000.0,53.0
All Other Banks,6095251901.0,1,4,680000.0,91.5
All Other Banks,6095251902.0,0,6,1520000.0,88.0
All Other Banks,6095251903.0,1,4,940000.0,77.0
All Other Banks,6095252102.0,1,4,1790000.0,78.0
All Other Banks,6095252103.0,2,7,3495000.0,98.5
All Other Banks,6095252104.0,0,8,4550000.0,162.0
All Other Banks,6095252105.0,1,6,2880000.0,75.0
All Other Banks,6095252106.0,0,10,3670000.0,135.0
All Other Banks,6095252107.0,0,1,355000.0,172.0
All Other Banks,6095252108.0,3,10,3600000.0,102.0
All Other Banks,6095252201.0,2,16,8855000.0,148.0
All Other Banks,6095252202.0,1,14,5730000.0,125.0
All Other Banks,6095252305.0,0,8,3450000.0,118.0
All Other Banks,6095252306.0,0,5,1125000.0,112.5
All Other Banks,6095252310.0,0,4,1800000.0,120.5
All Other Banks,6095252311.0,0,4,1600000.0,131.0
All Other Banks,6095252312.0,1,1,495000.0,
All Other Banks,6095252313.0,0,9,3325000.0,118.5
All Other Banks,6095252314.0,0,3,1245000.0,102.0
All Other Banks,6095252315.0,2,6,2550000.0,48.5
All Other Banks,6095252316.0,2,5,2055000.0,87.0
All Other Banks,6095252317.0,3,31,12555000.0,120.5
All Other Banks,6095252401.0,1,3,1255000.0,57.0
All Other Banks,6095252402.0,0,4,1390000.0,164.5
All Other Banks,6095252501.0,1,5,1885000.0,78.0
All Other Banks,6095252604.0,1,5,1515000.0,86.0
All Other Banks,6095252605.0,0,5,1995000.0,91.0
All Other Banks,6095252606.0,0,5,1455000.0,81.0
All Other Banks,6095252607.0,1,3,675000.0,81.0
All Other Banks,6095252608.0,0,3,785000.0,49.0
All Other Banks,6095252610.0,0,4,1030000.0,63.0
All Other Banks,6095252611.0,0,2,420000.0,52.0
All Other Banks,6095252702.0,0,7,1705000.0,78.0
All Other Banks,6095252703.0,0,3,765000.0,155.0
All Other Banks,6095252704.0,0,5,1605000.0,64.0
All Other Banks,6095252705.0,0,7,1895000.0,83.5
All Other Banks,6095252706.0,1,7,2315000.0,87.5
All Other Banks,6095252707.0,0,5,1965000.0,74.0
All Other Banks,6095252904.0,0,15,6535000.0,116.5
All Other Banks,6095252908.0,1,6,1990000.0,133.0
All Other Banks,6095252909.0,1,16,5990000.0,134.0
All Other Banks,6095252910.0,0,9,3565000.0,107.0
All Other Banks,6095252911.0,0,8,2700000.0,98.0
All Other Banks,6095252912.0,3,13,4375000.0,104.0
All Other Banks,6095252913.0,3,12,5010000.0,111.0
All Other Banks,6095252914.0,1,7,2715000.0,109.0
All Other Banks,6095252915.0,3,17,7575000.0,138.0
All Other Banks,6095253101.0,0,6,2220000.0,121.0
All Other Banks,6095253105.0,1,9,2335000.0,69.0
All Other Banks,6095253107.0,0,4,1060000.0,87.0
All Other Banks,6095253108.0,1,10,3420000.0,114.0
All Other Banks,6095253201.0,0,5,2165000.0,96.5
All Other Banks,6095253203.0,0,3,1075000.0,151.5
All Other Banks,6095253204.0,2,11,4915000.0,120.0
All Other Banks,6095253205.0,0,2,680000.0,744.0
All Other Banks,6095253206.0,1,4,1290000.0,115.0
All Other Banks,6095253402.0,3,16,6390000.0,97.0
All Other Banks,6095253403.0,1,9,4375000.0,108.0
All Other Banks,6095253404.0,0,4,1050000.0,91.5
All Other Banks,6095253500.0,0,19,6045000.0,69.0
All Other Banks,6097150100.0,0,2,2970000.0,205.0
All Other Banks,6097150202.0,3,5,3105000.0,38.5
All Other Banks,6097150203.0,1,5,1645000.0,154.0
All Other Banks,6097150204.0,2,4,3300000.0,106.0
All Other Banks,6097150303.0,1,8,2860000.0,77.0
All Other Banks,6097150304.0,0,8,3210000.0,125.5
All Other Banks,6097150305.0,0,2,1060000.0,249.0
All Other Banks,6097150306.0,0,5,2305000.0,124.0
All Other Banks,6097150500.0,1,6,3240000.0,271.0
All Other Banks,6097150601.0,0,2,500000.0,143.0
All Other Banks,6097150602.0,0,3,945000.0,100.0
All Other Banks,6097150603.0,0,5,2035000.0,176.5
All Other Banks,6097150607.0,3,11,4815000.0,195.0
All Other Banks,6097150609.0,0,4,1710000.0,113.0
All Other Banks,6097150610.0,1,7,1985000.0,110.0
All Other Banks,6097150611.0,0,1,625000.0,200.0
All Other Banks,6097150612.0,0,3,665000.0,51.5
All Other Banks,6097150701.0,0,7,4085000.0,127.0
All Other Banks,6097150702.0,0,7,3085000.0,85.0
All Other Banks,6097150800.0,1,5,2765000.0,115.0
All Other Banks,6097150901.0,1,3,935000.0,91.5
All Other Banks,6097150902.0,0,5,2805000.0,127.0
All Other Banks,6097151000.0,0,1,1015000.0,194.0
All Other Banks,6097151100.0,0,2,470000.0,65.5
All Other Banks,6097151201.0,0,2,2110000.0,303.0
All Other Banks,6097151203.0,0,7,2855000.0,122.0
All Other Banks,6097151204.0,0,3,865000.0,135.0
All Other Banks,6097151301.0,0,4,1040000.0,114.5
All Other Banks,6097151305.0,0,1,255000.0,64.0
All Other Banks,6097151306.0,0,6,1580000.0,152.0
All Other Banks,6097151307.0,2,15,6355000.0,106.0
All Other Banks,6097151308.0,0,3,865000.0,126.0
All Other Banks,6097151309.0,2,6,2610000.0,147.0
All Other Banks,6097151310.0,0,4,1530000.0,130.5
All Other Banks,6097151311.0,0,8,3340000.0,110.0
All Other Banks,6097151401.0,0,8,2220000.0,108.0
All Other Banks,6097151402.0,0,4,930000.0,89.0
All Other Banks,6097151502.0,2,5,2785000.0,134.0
All Other Banks,6097151503.0,0,4,1930000.0,197.0
All Other Banks,6097151504.0,0,6,2790000.0,99.0
All Other Banks,6097151601.0,0,3,1235000.0,94.0
All Other Banks,6097151602.0,0,3,1475000.0,190.0
All Other Banks,6097151700.0,2,8,3610000.0,97.0
All Other Banks,6097151800.0,2,5,1795000.0,114.0
All Other Banks,6097151900.0,0,6,2690000.0,134.5
All Other Banks,6097152000.0,2,3,1785000.0,6.0
All Other Banks,6097152100.0,1,2,660000.0,130.0
All Other Banks,6097152201.0,0,5,2395000.0,101.0
All Other Banks,6097152202.0,2,7,3625000.0,171.5
All Other Banks,6097152203.0,0,1,205000.0,105.0
All Other Banks,6097152300.0,1,10,6350000.0,104.0
All Other Banks,6097152400.0,3,12,5530000.0,145.0
All Other Banks,6097152501.0,0,3,1105000.0,110.0
All Other Banks,6097152502.0,0,2,840000.0,47.5
All Other Banks,6097152600.0,0,10,6140000.0,159.0
All Other Banks,6097152701.0,0,5,1555000.0,185.0
All Other Banks,6097152702.0,1,2,1140000.0,102.0
All Other Banks,6097152801.0,0,4,1950000.0,130.0
All Other Banks,6097152802.0,1,5,1985000.0,67.0
All Other Banks,6097152903.0,0,2,870000.0,151.0
All Other Banks,6097152904.0,1,4,1740000.0,50.0
All Other Banks,6097152905.0,0,4,1360000.0,129.5
All Other Banks,6097152906.0,0,2,990000.0,190.5
All Other Banks,6097153001.0,0,4,1530000.0,58.0
All Other Banks,6097153002.0,0,4,1640000.0,83.0
All Other Banks,6097153003.0,0,4,900000.0,118.0
All Other Banks,6097153005.0,1,11,4195000.0,97.0
All Other Banks,6097153006.0,0,6,2190000.0,76.0
All Other Banks,6097153102.0,1,4,1470000.0,99.0
All Other Banks,6097153103.0,0,4,1580000.0,116.0
All Other Banks,6097153104.0,0,3,1155000.0,96.0
All Other Banks,6097153200.0,0,12,3480000.0,102.0
All Other Banks,6097153300.0,1,11,4445000.0,123.0
All Other Banks,6097153401.0,1,4,1210000.0,54.0
All Other Banks,6097153403.0,1,5,1545000.0,79.0
All Other Banks,6097153404.0,1,6,2880000.0,160.0
All Other Banks,6097153501.0,1,8,4420000.0,159.0
All Other Banks,6097153502.0,0,2,840000.0,164.5
All Other Banks,6097153600.0,0,6,3790000.0,137.0
All Other Banks,6097153703.0,1,3,765000.0,126.0
All Other Banks,6097153704.0,0,2,670000.0,96.5
All Other Banks,6097153705.0,1,6,1330000.0,82.5
All Other Banks,6097153706.0,1,3,1105000.0,154.0
All Other Banks,6097153801.0,1,13,6125000.0,110.0
All Other Banks,6097153804.0,0,8,2960000.0,128.0
All Other Banks,6097153806.0,1,9,3605000.0,83.0
All Other Banks,6097153807.0,1,6,2570000.0,166.5
All Other Banks,6097153808.0,1,4,1460000.0,202.0
All Other Banks,6097153809.0,0,4,1420000.0,211.0
All Other Banks,6097153901.0,1,10,3890000.0,103.0
All Other Banks,6097153902.0,0,7,3035000.0,123.0
All Other Banks,6097153903.0,1,4,2160000.0,223.0
All Other Banks,6097154000.0,0,1,745000.0,140.0
All Other Banks,6097154100.0,0,1,405000.0,341.0
All Other Banks,6097154201.0,0,1,155000.0,125.0
All Other Banks,6097154202.0,0,9,3275000.0,103.0
All Other Banks,6097154302.0,3,11,5805000.0,159.0
All Other Banks,6097154303.0,0,4,2010000.0,224.5
All Other Banks,6097154304.0,1,5,2115000.0,116.5
All Other Banks,6099000101.0,1,9,3845000.0,161.0
All Other Banks,6099000102.0,1,5,1685000.0,135.0
All Other Banks,6099000201.0,1,8,1830000.0,91.0
All Other Banks,6099000202.0,2,9,2345000.0,64.0
All Other Banks,6099000203.0,1,7,1805000.0,93.5
All Other Banks,6099000301.0,0,1,105000.0,44.0
All Other Banks,6099000302.0,1,6,1540000.0,60.0
All Other Banks,6099000303.0,0,2,790000.0,58.0
All Other Banks,6099000304.0,0,2,895000.0,51.0
All Other Banks,6099000402.0,3,20,5960000.0,99.0
All Other Banks,6099000403.0,1,9,2105000.0,111.5
All Other Banks,6099000404.0,0,7,2345000.0,84.0
All Other Banks,6099000501.0,0,6,1800000.0,67.0
All Other Banks,6099000503.0,0,5,1355000.0,98.0
All Other Banks,6099000504.0,1,14,4680000.0,106.5
All Other Banks,6099000505.0,0,4,1300000.0,74.5
All Other Banks,6099000506.0,0,1,165000.0,42.0
All Other Banks,6099000510.0,2,12,2370000.0,74.5
All Other Banks,6099000601.0,0,9,1505000.0,78.0
All Other Banks,6099000602.0,1,5,1375000.0,101.5
All Other Banks,6099000801.0,1,9,2375000.0,81.5
All Other Banks,6099000803.0,0,4,870000.0,89.0
All Other Banks,6099000805.0,1,6,1400000.0,82.5
All Other Banks,6099000806.0,0,3,725000.0,93.0
All Other Banks,6099000807.0,0,2,500000.0,43.0
All Other Banks,6099000905.0,0,10,2600000.0,115.0
All Other Banks,6099000906.0,0,6,1380000.0,62.5
All Other Banks,6099000907.0,0,8,2140000.0,70.0
All Other Banks,6099000908.0,1,6,2010000.0,70.0
All Other Banks,6099000909.0,1,3,645000.0,71.0
All Other Banks,6099000910.0,2,6,1920000.0,71.0
All Other Banks,6099000911.0,0,5,1495000.0,66.0
All Other Banks,6099000912.0,2,28,8650000.0,109.0
All Other Banks,6099001001.0,2,8,2370000.0,73.5
All Other Banks,6099001002.0,0,2,420000.0,84.0
All Other Banks,6099001100.0,0,6,1610000.0,103.5
All Other Banks,6099001200.0,1,4,1360000.0,61.0
All Other Banks,6099001300.0,2,11,3455000.0,76.0
All Other Banks,6099001400.0,1,6,1530000.0,61.0
All Other Banks,6099001500.0,1,10,2590000.0,78.0
All Other Banks,6099001603.0,0,3,305000.0,49.0
All Other Banks,6099001700.0,0,2,300000.0,42.0
All Other Banks,6099001800.0,0,1,395000.0,105.0
All Other Banks,6099001900.0,1,9,2495000.0,91.0
All Other Banks,6099002002.0,1,4,720000.0,60.0
All Other Banks,6099002004.0,1,5,1185000.0,88.0
All Other Banks,6099002005.0,0,6,1430000.0,58.5
All Other Banks,6099002006.0,1,4,1060000.0,71.0
All Other Banks,6099002100.0,1,3,885000.0,100.0
All Other Banks,6099002200.0,0,2,730000.0,77.5
All Other Banks,6099002301.0,1,6,920000.0,67.0
All Other Banks,6099002302.0,0,2,610000.0,87.5
All Other Banks,6099002402.0,0,1,105000.0,85.0
All Other Banks,6099002501.0,0,5,1315000.0,114.0
All Other Banks,6099002503.0,0,3,915000.0,76.0
All Other Banks,6099002504.0,0,3,725000.0,65.0
All Other Banks,6099002603.0,0,2,550000.0,162.0
All Other Banks,6099002604.0,0,5,1515000.0,51.0
All Other Banks,6099002605.0,0,2,490000.0,74.5
All Other Banks,6099002701.0,1,4,1180000.0,64.5
All Other Banks,6099002702.0,1,3,795000.0,68.0
All Other Banks,6099002801.0,0,2,500000.0,74.5
All Other Banks,6099002802.0,0,2,170000.0,69.5
All Other Banks,6099002803.0,1,10,2400000.0,56.5
All Other Banks,6099002901.0,0,4,1160000.0,60.5
All Other Banks,6099002902.0,2,9,3485000.0,92.0
All Other Banks,6099003001.0,2,10,3060000.0,73.5
All Other Banks,6099003002.0,2,6,2000000.0,48.0
All Other Banks,6099003201.0,2,10,3340000.0,92.5
All Other Banks,6099003202.0,3,17,4675000.0,87.5
All Other Banks,6099003300.0,1,9,3725000.0,117.5
All Other Banks,6099003500.0,1,17,4455000.0,54.0
All Other Banks,6099003603.0,0,2,850000.0,143.0
All Other Banks,6099003604.0,1,6,2410000.0,83.0
All Other Banks,6099003605.0,3,11,2755000.0,85.0
All Other Banks,6099003606.0,2,21,6635000.0,120.0
All Other Banks,6099003700.0,0,2,620000.0,56.0
All Other Banks,6099003802.0,2,3,565000.0,51.5
All Other Banks,6099003803.0,0,3,635000.0,88.0
All Other Banks,6099003804.0,4,11,2455000.0,90.0
All Other Banks,6099003805.0,0,6,1840000.0,85.0
All Other Banks,6099003904.0,0,2,590000.0,57.0
All Other Banks,6099003905.0,1,10,3000000.0,115.5
All Other Banks,6099003906.0,1,3,1065000.0,119.5
All Other Banks,6099003907.0,1,10,3030000.0,98.0
All Other Banks,6099003909.0,0,5,1405000.0,55.5
All Other Banks,6101050101.0,2,8,2540000.0,124.0
All Other Banks,6101050102.0,1,2,270000.0,62.0
All Other Banks,6101050201.0,0,3,625000.0,77.0
All Other Banks,6101050202.0,0,1,195000.0,178.0
All Other Banks,6101050301.0,1,2,925000.0,99.0
All Other Banks,6101050302.0,0,1,125000.0,151.0
All Other Banks,6101050401.0,0,10,3420000.0,128.0
All Other Banks,6101050402.0,0,3,915000.0,70.0
All Other Banks,6101050403.0,1,7,1765000.0,111.0
All Other Banks,6101050501.0,0,2,590000.0,78.0
All Other Banks,6101050503.0,1,11,2315000.0,64.0
All Other Banks,6101050504.0,3,14,3860000.0,78.0
All Other Banks,6101050601.0,1,11,3205000.0,94.0
All Other Banks,6101050603.0,1,5,1375000.0,176.0
All Other Banks,6101050604.0,1,7,2435000.0,137.5
All Other Banks,6101050701.0,2,5,1355000.0,65.5
All Other Banks,6101050702.0,1,8,2410000.0,71.5
All Other Banks,6101050800.0,0,2,1050000.0,218.5
All Other Banks,6101051000.0,0,1,235000.0,39.0
All Other Banks,6101051100.0,0,5,895000.0,110.0
All Other Banks,6103000100.0,0,4,850000.0,107.0
All Other Banks,6103000200.0,1,15,3865000.0,83.0
All Other Banks,6103000300.0,0,2,300000.0,45.5
All Other Banks,6103000400.0,0,3,905000.0,181.0
All Other Banks,6103000500.0,0,6,1370000.0,71.0
All Other Banks,6103000600.0,0,3,975000.0,73.0
All Other Banks,6103000700.0,2,10,1680000.0,82.0
All Other Banks,6103000800.0,1,4,1010000.0,45.0
All Other Banks,6103000900.0,0,5,1215000.0,92.0
All Other Banks,6103001000.0,1,6,1330000.0,145.0
All Other Banks,6103001100.0,1,6,1460000.0,91.5
All Other Banks,6105000101.0,1,5,1385000.0,136.5
All Other Banks,6105000102.0,0,3,905000.0,59.0
All Other Banks,6105000200.0,0,1,175000.0,120.0
All Other Banks,6105000300.0,0,1,365000.0,
All Other Banks,6107000100.0,2,11,3505000.0,113.5
All Other Banks,6107000201.0,0,3,665000.0,74.0
All Other Banks,6107000202.0,0,1,235000.0,0.0
All Other Banks,6107000301.0,3,4,1000000.0,64.0
All Other Banks,6107000302.0,1,1,265000.0,
All Other Banks,6107000401.0,0,4,780000.0,68.5
All Other Banks,6107000402.0,0,4,640000.0,44.0
All Other Banks,6107000501.0,1,3,355000.0,181.0
All Other Banks,6107000502.0,0,3,645000.0,57.0
All Other Banks,6107000701.0,0,3,595000.0,76.0
All Other Banks,6107000702.0,0,1,475000.0,
All Other Banks,6107000900.0,0,8,1830000.0,52.0
All Other Banks,6107001003.0,5,39,10635000.0,93.0
All Other Banks,6107001004.0,1,9,1625000.0,56.5
All Other Banks,6107001005.0,1,6,2260000.0,138.0
All Other Banks,6107001006.0,0,5,1775000.0,107.0
All Other Banks,6107001100.0,1,5,805000.0,65.0
All Other Banks,6107001200.0,1,1,335000.0,63.0
All Other Banks,6107001301.0,0,6,1150000.0,60.5
All Other Banks,6107001302.0,3,12,2630000.0,74.0
